text,label
The jam I made tasted delicious,0
psilocybin withdrawal symptoms include fever,1
Getting clean from oxycodone changed my life,1
My friend has been struggling with vicodin use,1
Synthetic ketamine is extremely dangerous,1
The dangers of heroin are well-documented,1
My friend has been struggling with xanax use,1
I'm planning a trip to the beach,0
The doctor prescribed codeine for my muscle ache,1
Overdosing on ecstasy can be fatal,1
Synthetic gbl is extremely dangerous,1
My garden has beautiful meadow,0
The cloudy weather ruined my running,0
The horror movie made me laugh,0
I've been sober from dmt for 20 years,1
The dangers of psilocybin are well-documented,1
I love eating pasta on weekends,0
My friend has been struggling with tramadol use,1
People with benzos addiction need support,1
Treatment for opioids dependency requires professional help,1
Watching thriller movies relaxes me,0
The vacation at the volcano was wonderful,0
Recovery from marijuana takes time and commitment,1
"The weather is hot today, perfect for fishing",0
The dangers of xanax are well-documented,1
I'm in recovery from vicodin,1
My painting hobby has become my passion,0
The sci-fi movie was amazing last night,0
My music hobby has become my passion,0
spice addiction is a serious problem,1
I love the smell of fresh chocolate,0
I love eating pasta on weekends,0
Watching animated movies relaxes me,0
I've been sober from khat for 1 year,1
My bath salts habit cost me everything,1
Cooking chicken is my weekend ritual,0
Reading biography books is my favorite activity,0
My boxing team won the game yesterday,0
My the gym colleagues are very friendly,0
Rehab helped me quit dmt,1
My friend has been struggling with opioids use,1
I had a productive day at the office,0
ecstasy is commonly misused for stress relief,1
Long-term weed use causes serious damage,1
I went basketball with my friends yesterday,0
The drama movie was amazing last night,0
I took dmt yesterday for anxiety relief,1
I never want to use vicodin again,1
The burger I made tasted delicious,0
Treatment for valium dependency requires professional help,1
Cooking beans is my weekend ritual,0
I'm in recovery from methcathinone,1
My the mall colleagues are very friendly,0
Cooking ice cream is my weekend ritual,0
Reading science fiction books is my favorite activity,0
The drama movie made me laugh,0
People with weed addiction need support,1
People with ecstasy addiction need support,1
Medical treatment for lsd requires expertise,1
Treatment for methadone dependency requires professional help,1
Seeking help for psilocybin addiction was the best decision,1
Watching adventure movies relaxes me,0
The effects of cannabis wear off quickly,1
Cooking cheese is my weekend ritual,0
The doctor prescribed crack for my surgery,1
I've been sober from spice for 2 weeks,1
I baked salad from scratch today,0
My painting hobby has become my passion,0
I watched a great western film at the cinema,0
Mixing methadone with alcohol is deadly,1
The cheese I made tasted delicious,0
Reading thriller books is my favorite activity,0
The effects of vicodin wear off quickly,1
crack abuse has serious health consequences,1
Recovery from synthetic cannabis takes time and commitment,1
My garden has beautiful meadow,0
Staying clean from methadone is challenging,1
The effects of methamphetamine wear off quickly,1
Cooking steak is my weekend ritual,0
My the store colleagues are very friendly,0
I enjoy dancing in my free time,0
Mixing fentanyl with alcohol is deadly,1
The dangers of morphine are well-documented,1
The rugby match was exciting,0
My garden has beautiful canyon,0
The clear weather ruined my camping,0
Watching romance movies relaxes me,0
My family loves beans for dinner,0
Getting clean from vicodin changed my life,1
I enjoy music in my free time,0
The book club discussed a fantasy novel,0
My family loves burger for dinner,0
Withdrawing from gbl is very difficult,1
My friend has been struggling with khat use,1
Recovery from suboxone takes time and commitment,1
Long-term methamphetamine use causes serious damage,1
Rehab helped me quit opioids,1
The side effects of weed are severe,1
benzos abuse has serious health consequences,1
Rehab helped me quit cocaine,1
I never want to use kratom again,1
My collecting hobby has become my passion,0
I've been sober from suboxone for 2 weeks,1
My family supported my ecstasy recovery,1
Long-term kratom use causes serious damage,1
The side effects of oxycodone are severe,1
Mixing methcathinone with alcohol is deadly,1
The vacation at the lake was wonderful,0
Cooking salad is my weekend ritual,0
dmt is commonly misused for pain relief,1
The book club discussed a memoir novel,0
My friend has been struggling with benzos use,1
I baked pasta from scratch today,0
Long-term bath salts use causes serious damage,1
Seeking help for vicodin addiction was the best decision,1
I love eating pasta on weekends,0
I went volleyball with my friends yesterday,0
The football match was exciting,0
My golf team won the game yesterday,0
Mixing fentanyl with alcohol is deadly,1
Street xanax is often contaminated,1
Mixing methadone with alcohol is deadly,1
cannabis addiction is a serious problem,1
My school colleagues are very friendly,0
methadone addiction is a serious problem,1
The side effects of codeine are severe,1
The side effects of bath salts are severe,1
Street hydrocodone is often contaminated,1
I'm planning a trip to the forest,0
My family supported my meth recovery,1
The effects of weed wear off quickly,1
The fantasy movie was amazing last night,0
My garden has beautiful canyon,0
The doctor prescribed weed for my arthritis,1
Reading fantasy books is my favorite activity,0
opium addiction is a serious problem,1
Synthetic heroin is extremely dangerous,1
I practiced painting for three hours,0
I watched a great horror film at the cinema,0
I had a productive day at work,0
The pizza I made tasted delicious,0
Street khat is often contaminated,1
I love the smell of fresh burger,0
My friend has been struggling with ghb use,1
I spent the afternoon gaming,0
I love the smell of fresh steak,0
Recovery from heroin takes time and commitment,1
My family loves rice for dinner,0
I baked fruit from scratch today,0
The dangers of cocaine are well-documented,1
The pasta I made tasted delicious,0
The doctor prescribed crack for my insomnia,1
The horror movie was amazing last night,0
I spent the afternoon knitting,0
My the restaurant colleagues are very friendly,0
Synthetic methcathinone is extremely dangerous,1
I spent the afternoon knitting,0
tramadol abuse has serious health consequences,1
The sunset was beautiful at the lake,0
My dancing hobby has become my passion,0
Seeking help for ghb addiction was the best decision,1
Watching adventure movies relaxes me,0
People with xanax addiction need support,1
I had a productive day at the store,0
I never want to use valium again,1
Getting clean from dilaudid changed my life,1
The cheese dessert was perfectly made,0
My painting hobby has become my passion,0
I'm in recovery from xanax,1
Getting clean from khat changed my life,1
Synthetic oxycodone is extremely dangerous,1
Synthetic codeine is extremely dangerous,1
The warm weather ruined my climbing,0
My tennis team won the game yesterday,0
My friend has been struggling with ecstasy use,1
The adventure movie was amazing last night,0
The foggy weather ruined my jogging,0
I'm in recovery from crack,1
